rank,lemma,pos,avg_rank,sources_count,rank_itwac,rank_opensubs,rank_wordfreq,count_itwac,count_opensubs,freq_wordfreq,gender,auxiliary,adj_class,nvdb_tier,notes,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
14791,portoghese,noun,18276.33,2,,11202,3626,,0,0,m,,,AU,,1617,0,5085,0,11706,0,1998,0
14792,portoghese,noun,18276.33,2,,11202,3626,,0,0,f,,,AU,,1617,0,5085,0,11706,0,1998,0
14793,montante,adjective,18277.67,3,13422,25105,16306,3223,170,2.024e-06,na,,e,,,24089,18,33170,1,,,10758,2850
14794,simbolismo,noun,18277.67,3,11639,28429,14765,4148,135,2.4e-06,m,,,,,20484,26,7765,11,39693,4,11752,2492
14795,montone,noun,18278.0,3,17773,16622,20439,1881,362,1.35e-06,m,,,,,,,,,6506,66,17058,1394
14796,compatto,noun,18278.33,3,32079,17024,5732,537,0,0,m,,,AU,,6808,0,12171,0,11962,0,5010,0
14797,srl,noun,18282.33,2,6596,,8250,10781,,6.17e-06,f,,,,,,,26553,1,,,14702,1781
14798,cronologico,adjective,18291.0,2,5844,,9028,13125,,5.361e-06,na,,o,,,14459,58,29203,1,6668,64,6401,6073
14799,edificare,verb,18291.33,2,5151,,9722,16131,,4.74e-06,na,avere,,,,12181,84,20295,2,5796,78,2157,24649
14800,tout,noun,18291.67,3,8939,31158,14778,6547,114,2.4e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,12810,75,,,6850,61,21591,954
14801,concettuale,adjective,18293.67,2,4579,,10301,19585,,4.3e-06,na,,e,,,9918,132,6342,17,34427,5,10532,2946
14802,dot,adjective,18294.0,3,28770,10606,15506,685,770,2.19e-06,na,,invariable,,,25893,15,8142,10,14962,19,20312,1057
14803,presepe,noun,18295.67,3,12100,28157,14630,3870,137,2.417e-06,m,,,AU,,,,,,,,14463,1826
14804,ferreo,adjective,18296.0,3,10590,27983,16315,4868,139,2.013e-06,na,,o,,,12124,85,10876,6,7790,51,17327,1358
14805,nordest,noun,18298.0,3,23920,18691,12283,1025,296,3.24e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,20553,26,11407,5,,,9015,3674
14806,psicoterapeuta,noun,18301.67,3,12596,26305,16004,3605,156,2.09e-06,m,,,,,48265,3,26455,1,,,35712,412
14807,falcare,verb,18303.67,2,,5933,8977,191,1881,5.37e-06,na,avere,,,,26621,14,18768,2,4037,125,6783,5581
14808,dissanguare,verb,18305.0,3,20734,6355,27826,1394,1708,7.41e-07,na,avere,,,,26091,15,,,26334,7,49409,245
14809,sterilizzazione,noun,18305.33,3,12311,25216,17389,3756,169,1.82e-06,f,,,,,12169,84,7025,14,,,22330,903
14810,ver,noun,18305.67,3,19162,24088,11667,1634,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,0,9830,0,3986,0,30702,0
14811,convalescenza,noun,18306.67,3,18104,16209,20607,1817,379,1.32e-06,f,,,,,34835,7,,,18332,13,16348,1491
14812,danneggiamento,noun,18310.0,3,8726,31161,15043,6814,114,2.306e-06,m,,,,,17433,38,,,,,12128,2371
14813,polveroso,adjective,18313.33,3,11802,19582,23556,4041,272,1.026e-06,na,,o,AD,,24746,17,25725,1,10304,34,,
14814,cognato,adjective,18314.33,2,,5768,9174,,0,0,na,,o,AU,,43871,0,31150,0,3912,0,6073,0
14815,portatore,adjective,18314.33,2,,8457,6485,,0,0,na,,e,AU,,5827,0,7045,0,10082,0,7000,0
14816,diversificare,verb,18316.33,2,4637,,10311,19216,,4.284e-06,na,avere,,,,3987,741,2085,117,22664,10,10700,2872
14817,prologo,noun,18317.0,3,11970,28795,14186,3949,132,2.57e-06,m,,,,,29167,11,12836,4,10895,31,9726,3310
14818,drag,verb,18317.67,3,23104,15676,16173,1107,402,2.04e-06,na,avere,,,,,,,,,,13377,2047
14819,tisana,noun,18317.67,3,17178,21710,16065,2009,222,2.081e-06,f,,,AD,,,,,,,,,
14820,mtv,noun,18320.67,3,30810,17307,6845,587,338,8.13e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,,,,,,4376,10285
14821,utilizzazione,noun,18325.67,2,2015,,12961,63353,,2.968e-06,f,,,,,6228,327,8637,9,,,17386,1351
14822,poliziesco,noun,18327.67,3,22013,18371,14599,1225,0,0,m,,,,,13197,0,,0,,0,8195,0
14823,cost,noun,18328.0,2,8931,,6052,6555,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,18045,0,11303,0,,0,16104,0
14824,arbitrato,noun,18328.33,3,9324,28411,17250,6080,135,1.82e-06,m,,,,,10687,112,9389,8,,3,13219,2086
14825,turbamento,noun,18333.33,3,10818,24895,19287,4690,172,1.487e-06,m,,,,,13665,65,17679,2,4781,101,27131,650
14826,sconcertare,verb,18336.0,3,11758,27384,15866,4063,144,2.1109999999999998e-06,na,avere,,,,7737,216,11054,6,24152,9,24274,783
14827,pontefice,noun,18336.0,2,8117,,6890,7682,,8.016e-06,m,,,,,25827,15,21332,1,1851,311,3781,12340
14828,alpino,noun,18343.0,2,10184,,4844,5211,0,0,m,,,,,6324,0,,0,9338,0,1974,0
14829,evangelico,adjective,18345.0,2,6009,,9025,12511,,5.368e-06,na,,o,,,27598,13,19307,2,16708,16,6774,5594
14830,piastrina,noun,18346.67,3,17913,14282,22845,1853,471,1.1e-06,f,,,,,,,,,,,21161,987
14831,nipotina,noun,18348.0,3,21256,13861,19927,1320,494,1.41e-06,f,,,,,,,,,44816,3,37462,382
14832,intrinseco,adjective,18351.67,2,5203,,9851,15827,,4.637000000000001e-06,na,,o,,,6380,314,5855,20,9174,40,9625,3354
14833,hei,adjective,18355.33,3,32572,5411,17083,519,2156,1.86e-06,na,,invariable,,non-standard ending; verify class,,,,,,,38435,366
14834,oste,noun,18356.33,3,12404,18651,24014,3708,298,1e-06,m,,,AD,,42853,4,,,4602,105,24385,776
14835,pressa,noun,18357.0,3,19493,20961,14617,1578,238,2.43e-06,f,,,,,37408,6,,,18200,14,17320,1359
14836,sardo,noun,18357.0,2,10494,,4576,4936,0,0,m,,,AU,,27669,0,,0,10498,0,4674,0
14837,nigeriano,noun,18358.0,3,19292,27958,7824,1611,0,0,m,,,,,6278,0,4588,0,,0,12528,0
14838,sobrietà,noun,18358.33,3,12867,24824,17384,3476,173,1.82e-06,f,,,,,22949,20,18929,2,19695,12,24785,756
14839,superpotere,noun,18358.33,3,26333,11527,17215,833,673,1.846e-06,m,,,,,47630,3,28780,1,,,21823,937
14840,valente,adjective,18359.33,3,16321,27717,11040,2216,141,3.87e-06,na,,e,,,34035,8,20160,2,3059,177,8103,4328
14841,criptare,verb,18360.33,3,20250,11898,22933,1464,640,1.099e-06,na,avere,,,,37824,6,18790,2,,,,211
14842,fisso,noun,18360.33,2,,8620,6460,,0,0,m,,,FO,,5890,0,3195,0,6537,0,10348,0
14843,sal,adjective,18364.67,3,38648,6057,10389,348,1826,4.27e-06,na,,invariable,,,,,,,,,15105,1702
14844,fagiano,noun,18366.33,3,15479,16672,22948,2447,361,1.0900000000000002e-06,m,,,AD,,37368,6,,,30920,6,19287,1151
14845,connotato,noun,18367.33,3,9155,28246,17701,6293,136,1.74e-06,m,,,,,17424,38,21623,1,44759,3,20163,1071
14846,racchetta,noun,18373.0,3,17424,17154,20541,1950,343,1.3399999999999999e-06,f,,,AD,,,,,,41182,3,22696,878
14847,disparità,noun,18373.67,2,6021,,9099,12478,,5.25e-06,f,,,,,2144,2131,1906,131,19475,12,21344,972
14848,campestre,adjective,18374.0,3,12958,21816,20348,3436,220,1.35e-06,na,,e,,,,,,,10067,35,10092,3133
14849,consultivo,adjective,18375.0,2,3450,,11674,29725,,3.55e-06,na,,o,,,2873,1302,8843,9,21639,10,9658,3340
14850,frutteto,noun,18376.33,3,15812,20034,19283,2354,260,1.489e-06,m,,,,,22594,21,31893,1,33057,5,18628,1214
14851,strutturato,adjective,18376.33,2,5113,,10015,16297,,4.5e-06,na,,o,,,5560,405,6814,15,,,9538,3405
14852,met,noun,18376.67,3,29762,13417,11951,634,523,3.39e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,22539,21,,,38943,4,14996,1723
14853,minigonna,noun,18377.33,3,16957,22739,15436,2061,204,2.2109999999999997e-06,f,,,AD,,,,,,,,33201,467
14854,barlume,noun,18380.0,3,17291,19002,18847,1983,287,1.55e-06,m,,,,,12165,84,7331,13,10022,35,,
14855,mind,adjective,18381.67,3,29990,14338,10817,623,0,0,na,,invariable,,,44755,0,,0,,0,9858,0
14856,rasato,adjective,18383.33,3,19941,15458,19751,1506,412,1.449e-06,na,,o,,,,,,,,,,222
14857,need,verb,18385.67,3,30426,12603,12128,603,580,3.31e-06,na,avere,,,,40909,5,21526,1,,,14610,1798
14858,permanere,verb,18389.67,2,3623,,11545,27553,,3.591e-06,na,avere,,,,3097,1154,4759,30,8092,48,11473,2578
14859,scenetta,noun,18390.0,3,18245,16628,20297,1789,362,1.356e-06,f,,,,,,,,,,,32216,490
14860,caricatura,noun,18390.67,3,11943,30328,12901,3958,120,3.017e-06,f,,,,,10994,105,12654,4,10910,31,15489,1637
14861,nuotatore,noun,18393.67,3,19212,16215,19754,1626,379,1.446e-06,m,,,,,,,,,,,14101,1887
14862,town,noun,18396.0,3,38620,8058,8510,348,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,0,11693,0,,0,4032,0
14863,pittorico,adjective,18396.0,2,6145,,9042,12093,,5.345e-06,na,,o,,,,,,,24261,9,4163,10940
14864,variegato,adjective,18397.0,2,6013,,9177,12497,,5.215e-06,na,,o,,,8693,173,7389,13,,,9740,3306
14865,vichingo,adjective,18399.0,3,26274,11059,17864,838,719,1.736e-06,na,,o,,,44542,4,,,,,7450,4834
14866,infortunare,verb,18399.67,3,16175,20779,18245,2253,242,1.66e-06,na,avere,,,,,,,,,,6794,5568
14867,ante,noun,18400.67,3,22218,23757,9227,1203,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,7874,0,6424,0,10860,0,10222,0
14868,carnivoro,adjective,18405.0,3,17139,18031,20045,2017,316,1.384e-06,na,,o,AD,,27449,13,,,49013,3,8122,4311
14869,sovrastare,verb,18405.0,3,7935,31437,15843,7990,112,2.127e-06,na,avere,,,,25299,16,8948,9,5470,84,6049,6557
14870,zac,adjective,18405.0,3,25548,11121,18546,890,712,1.62e-06,na,,invariable,,,,,,,,,24985,746
14871,desktop,noun,18409.67,2,7124,,8104,9493,,6.31e-06,m,,,,,,,,,,,10658,2885
14872,distruttore,adjective,18412.33,3,19490,12103,23644,1579,620,1.02e-06,na,,e,,,15862,48,25054,1,24118,9,19508,1129
14873,sfasciare,verb,18412.67,3,13569,21405,20264,3157,229,1.376e-06,na,avere,,,,21350,24,22027,1,13354,23,,
14874,conseguimento,noun,18413.33,2,2991,,12248,36837,,3.24e-06,m,,,,,2945,1253,7014,14,26566,7,13605,1992
14875,megafono,noun,18414.33,3,17809,19175,18259,1874,282,1.66e-06,m,,,,,27409,13,,,,,47855,258
14876,commercializzazione,noun,18415.0,2,3995,,11249,23887,,3.72e-06,f,,,,,2450,1722,8693,9,,,8426,4077
14877,londinese,noun,18415.67,3,23522,20668,11057,1065,0,0,m,,,AD,,11044,0,10893,0,,0,5162,0
14878,londinese,noun,18415.67,3,23522,20668,11057,1065,0,0,f,,,AD,,11044,0,10893,0,,0,5162,0
14879,gufare,verb,18416.0,3,31479,9444,14325,560,920,2.51e-06,na,avere,,,,,,,,,,16442,1479
14880,trasloco,noun,18417.0,3,11887,17169,26195,3985,343,8.51e-07,m,,,AD,,29980,10,,,,,,
14881,intraprendente,adjective,18418.33,3,19233,18570,17452,1622,300,1.781e-06,na,,e,,,16017,47,10853,6,13644,22,28503,599
14882,abbondantemente,adverb,18420.5,2,,26085,10756,,158,3.98e-06,na,,,,,9012,161,10227,6,9757,36,18396,1235
14883,detector,noun,18420.67,3,22258,14790,18214,1198,443,1.66e-06,m,,,,,,,,,,,38635,363
14884,connotazione,noun,18421.33,2,5964,,9299,12685,,5.0899999999999995e-06,f,,,,,8816,168,13402,4,,,9529,3408
14885,rave,noun,18421.67,3,21421,12589,21255,1300,581,1.26e-06,m,,,,,36059,6,,,,,24647,762
14886,botanico,noun,18423.0,3,27139,18700,9430,779,0,0,m,,,,,,0,20676,0,14527,0,4547,0
14887,inquirente,noun,18423.0,3,8045,31493,15731,7805,112,2.14e-06,m,,,,,11453,96,29664,1,,,17838,1295
14888,slide,noun,18423.33,3,21288,22008,11974,1316,217,3.39e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,,16163,2,,,25641,714
14889,portamento,noun,18423.67,3,16674,19409,19188,2125,276,1.51e-06,m,,,,,,,,,5605,81,13585,1995
14890,mausoleo,noun,18425.0,3,18467,21470,15338,1746,227,2.24e-06,m,,,,,34965,7,,,30504,6,7513,4792
14891,arch,verb,18427.0,3,17447,25602,12232,1946,164,3.24e-06,na,avere,,,,,,,,8972,41,16937,1409
14892,tuttofare,adjective,18431.33,3,23558,11220,20516,1062,701,1.35e-06,na,,e,,,,,24220,1,,,28692,592
14893,munire,verb,18431.33,2,3251,,12042,32492,,3.3169999999999998e-06,na,avere,,,,13809,64,19940,2,4574,106,8506,4019
14894,kappa,noun,18433.0,3,30468,7503,17328,601,1325,1.82e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,,,,,,16723,1439
14895,appuntire,verb,18434.0,3,14558,11380,29364,2766,686,6.61e-07,na,avere,,AD,,,,20126,2,,,7702,4636
14896,seppia,noun,18438.0,3,9806,23208,22300,5574,196,1.15e-06,m,,,AD,,,,,,14982,19,32434,485
14897,seppia,noun,18438.0,3,9806,23208,22300,5574,0,0,f,,,AD,,,0,,0,14982,0,32434,0
14898,alienazione,noun,18438.33,3,6099,31309,17907,12215,113,1.7e-06,f,,,,,18983,31,7492,12,21650,10,17975,1282
14899,emigrato,noun,18439.0,2,7006,,8310,9778,,6.075e-06,m,,,,,12063,85,6893,14,14971,19,8863,3770
14900,giurista,noun,18441.0,2,6547,,8775,10952,,5.61e-06,m,,,,,6054,346,19021,2,4043,125,8221,4234
14901,novanta,adjective,18441.67,2,,8952,6372,,0,0,na,,invariable,AU,non-standard ending; verify class,6623,0,2821,0,12401,0,2055,0
14902,nautico,adjective,18442.0,3,7399,27228,20699,8929,146,1.32e-06,na,,o,,,20657,26,,,,,15102,1703
14903,children,adjective,18442.67,3,19288,26403,9637,1612,155,4.79e-06,na,,invariable,,,18452,33,8218,10,,,8765,3835
14904,evincere,verb,18445.0,2,5114,,10220,16292,,4.37e-06,na,avere,,,,4443,605,5266,24,,,9023,3668
14905,bisessuale,adjective,18445.33,3,28492,13889,12955,700,493,2.97e-06,na,,e,,,13747,64,10647,6,,,14443,1829
14906,sovrannaturale,adjective,18446.33,3,20230,14283,20826,1467,471,1.307e-06,na,,e,,,,,,,,,19515,1128
14907,antisemita,adjective,18447.33,3,11900,28231,15211,3977,137,2.272e-06,na,,invariable,,non-standard ending; verify class,10653,113,10075,7,,,12199,2351
14908,cinquecento,noun,18451.67,2,,9408,5946,,0,0,m,,,AU,,14279,0,9004,0,2941,0,4110,0
14909,cinquecento,noun,18451.67,2,,9408,5946,,0,0,f,,,AU,,14279,0,9004,0,2941,0,4110,0
14910,cinquecento,adjective,18451.67,2,,9408,5946,,0,0,na,,o,AU,,14279,0,9004,0,2941,0,4110,0
14911,antivirus,adjective,18452.33,3,9067,29494,16796,6391,126,1.91e-06,na,,invariable,,,,,,,,,28954,584
14912,cucito,adjective,18454.33,3,14917,16026,24420,2633,387,9.67e-07,na,,o,AD,,,,,,25940,8,30572,534
14913,zainetto,noun,18457.33,3,14948,19620,20804,2622,271,1.32e-06,m,,,,,,,,,,,,
14914,small,noun,18457.67,3,20393,20406,14574,1446,251,2.45e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,7305,242,12856,4,,,12056,2394
14915,cell,adjective,18458.67,3,19926,26982,8468,1508,0,0,na,,invariable,,,,0,,0,,0,12992,0
14916,detrazione,noun,18459.0,2,4634,,10742,19225,,4e-06,f,,,,,14116,61,6788,15,,,,197
14917,assistenziale,adjective,18459.33,2,2791,,12586,40539,,3.1e-06,na,,e,,,7395,237,7682,12,,,16199,1514
14918,cappuccino,adjective,18459.67,2,,7710,7668,107,0,0,na,,o,AD,,,0,,0,9681,0,7173,0
14919,eccezionalmente,adverb,18460.0,2,,22420,14500,,209,2.45e-06,na,,,,,7363,239,4030,39,20943,11,12102,2379
14920,eminenza,noun,18461.0,3,25623,9126,20634,884,970,1.32e-06,f,,,,,36799,6,,,17196,15,37091,388
14921,artificialmente,adverb,18462.5,2,,22999,13926,,199,2.63e-06,na,,,,,8429,182,5750,20,34243,5,17666,1316
14922,massimizzare,verb,18465.0,3,12293,26888,16214,3765,150,2.04e-06,na,avere,,,,7025,259,2536,88,,,20443,1045
14923,aureo,adjective,18466.33,3,11501,30622,13276,4245,118,2.88e-06,na,,o,,,17315,39,4831,29,8105,48,9193,3573
14924,antifascista,adjective,18467.0,2,8389,,7011,7271,,7.849e-06,na,,invariable,,non-standard ending; verify class,15835,48,,,,,6769,5597
14925,usuale,adjective,18467.67,3,9111,32016,14276,6339,109,2.511e-06,na,,e,,,11234,100,7663,12,24212,9,12079,2389
14926,coercizione,noun,18468.0,3,15669,19648,20087,2392,270,1.38e-06,f,,,,,8283,189,7896,11,28470,6,32559,482
14927,rarità,noun,18468.67,3,11630,30331,13445,4154,120,2.82e-06,f,,,,,20552,26,14685,3,13086,23,13332,2057
14928,barocco,adjective,18470.67,2,5935,,9476,12796,,4.900999999999999e-06,na,,o,,,33366,8,,,44073,3,3414,13945
14929,ricciolo,adjective,18471.67,3,18808,14588,22019,1695,454,1.17e-06,na,,o,AD,,,,,,21330,10,24874,752
14930,scienziata,noun,18474.33,3,21776,12899,20748,1257,559,1.32e-06,f,,,,,19676,29,,,,,26876,659
14931,vestitino,noun,18474.33,3,21631,12712,21080,1275,572,1.273e-06,m,,,,,,,,,35485,4,,
14932,nostalgico,noun,18478.33,3,16483,26418,12534,2173,0,0,m,,,,,19136,0,21908,0,,0,23295,0
14933,dorato,noun,18480.33,2,,8237,7203,,0,0,m,,,AU,,28571,0,11222,0,6893,0,6498,0
14934,condire,verb,18481.33,2,6001,,9442,12536,,4.9780000000000005e-06,na,avere,,,,44946,4,20406,1,3479,151,11655,2521
14935,opportunamente,adverb,18482.0,2,,25992,10972,,159,3.89e-06,na,,,,,4260,654,8664,9,8784,42,10460,2973
14936,operante,adjective,18485.33,2,8833,,6622,6668,,8.54e-06,na,,e,,,3816,798,4814,29,14559,20,5483,7504
14937,campano,adjective,18486.0,2,6377,,9080,11369,,5.2600000000000005e-06,na,,o,AD,,24681,17,,,18164,14,9486,3429
14938,inquinante,adjective,18488.0,2,6027,,9436,12459,,4.9829999999999996e-06,na,,e,,,2839,1328,4736,30,,,13615,1989
14939,furibondo,adjective,18492.0,3,13418,18512,23546,3224,302,1.038e-06,na,,o,,,32850,8,29274,1,4915,97,19931,1090
14940,ghirlanda,noun,18493.33,3,20227,18943,16310,1467,290,2.021e-06,f,,,,,,,,,10499,33,16621,1455
14941,biglia,noun,18496.33,3,22067,14841,18581,1220,441,1.599e-06,f,,,AD,,,,,,,,23503,828
14942,isabella,adjective,18496.67,2,,7860,7629,229,1239,6.92e-06,na,,invariable,,non-standard ending; verify class,,,,,7164,57,3944,11729
14943,credit,noun,18497.0,3,19402,25463,10626,1593,165,4.07e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,19068,31,4307,35,,,9040,3659
14944,annoverare,verb,18497.67,2,6064,,9428,12327,,4.992e-06,na,avere,,,,4537,586,8910,9,9899,36,3546,13320
14945,bungalow,noun,18498.0,3,16733,13677,25084,2112,506,9.12e-07,m,,,,,,,,,,,43109,304
14946,legittimazione,noun,18501.0,2,4988,,10514,17025,,4.17e-06,f,,,,,4730,547,6102,18,,,20029,1081
14947,mons,noun,18502.0,2,7987,,7518,7917,,7.08e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,35511,7,23440,1,6361,68,6040,6571
14948,avaria,noun,18505.0,3,15088,19563,20864,2574,272,1.29e-06,f,,,,,17515,38,,,47320,3,17276,1365
14949,esordire,verb,18505.0,2,5913,,9601,12851,,4.845e-06,na,avere,,,,4857,516,,,20150,12,899,62864
14950,parigino,noun,18508.0,3,31422,15534,8568,562,0,0,m,,,AD,,24721,0,12232,0,5667,0,5172,0
14951,walking,noun,18508.0,3,28374,14632,12518,706,451,3.16e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,,,,,,,16133,1524
14952,rovistare,verb,18509.0,3,19249,10121,26157,1619,831,8.51e-07,na,avere,,,,,,,,18262,14,,
14953,sanguinario,noun,18511.33,3,26728,13388,15418,806,0,0,m,,,,,11198,0,13660,0,17410,0,18135,0
14954,afro,adjective,18516.67,3,19273,23118,13159,1614,197,2.88e-06,na,,o,,,,,,,,,9910,3218
14955,wood,noun,18519.67,3,32220,10066,13273,532,838,2.88e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,40173,5,16307,2,,,7081,5199
14956,pacific,adjective,18521.33,3,30005,10410,15149,622,794,2.29e-06,na,,invariable,,,44582,4,14754,3,,,5910,6774
14957,colorazione,noun,18524.33,2,8023,,7549,7842,,7.05e-06,f,,,,,24075,18,,,22338,10,4058,11311
14958,riluttanza,noun,18528.33,3,17927,19151,18507,1850,283,1.62e-06,f,,,,,5897,362,3493,50,19080,13,14115,1884
14959,heavy,adjective,18529.0,3,21753,17878,15956,1261,320,2.09e-06,na,,invariable,,,,,,,,,5564,7361
14960,acclamare,verb,18535.33,3,10335,29629,15642,5081,125,2.157e-06,na,avere,,,,22119,22,7717,12,5670,80,7820,4534
14961,peró,adjective,18538.0,3,23926,22298,9390,1025,211,5.01e-06,na,,invariable,,,,,,,,,,
14962,lungimirante,adjective,18541.0,3,11033,27163,17427,4539,147,1.805e-06,na,,e,,,4379,622,3178,59,,,41057,328
14963,segare,verb,18541.0,3,14768,19034,21821,2691,287,1.192e-06,na,avere,,,,15089,53,33113,1,13740,22,,
14964,arguto,adjective,18542.33,3,15802,17750,22075,2357,324,1.164e-06,na,,o,,,32347,9,11019,6,7485,54,47027,265
14965,periferico,adjective,18544.0,2,3107,,12524,34865,,3.16e-06,na,,o,,,8006,202,2081,117,22681,10,9810,3275
14966,contraddistinguere,verb,18544.67,2,4452,,11181,20375,,3.79e-06,na,avere,,,,6398,312,19944,2,44801,3,10214,3075
14967,diapositiva,noun,18545.33,3,9365,26471,19800,6039,154,1.412e-06,f,,,,,,,,,,,31542,507
14968,delimitare,verb,18547.33,2,4760,,10881,18402,,3.928e-06,na,avere,,,,8103,197,16026,3,,,3584,13160
14969,imbattuto,adjective,18548.67,3,28997,9884,16765,673,860,1.922e-06,na,,o,,,17300,39,17836,2,,,15970,1553
14970,implementazione,noun,18548.67,2,4681,,10964,18888,,3.89e-06,f,,,,,11083,103,1652,162,,,9207,3565
14971,rivelato,adjective,18549.0,2,,8509,7137,110,1090,7.61e-06,na,,o,,,3849,784,2344,100,12554,25,7673,4661
14972,cfr,noun,18551.0,2,8398,,7254,7252,,7.41e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,11946,87,23284,1,627,931,10281,3041
14973,decano,noun,18551.33,3,16749,19568,19337,2110,272,1.48e-06,m,,,,,17409,38,,,13248,23,10832,2821
14974,maturazione,noun,18551.67,2,4841,,10813,17980,,3.98e-06,f,,,,,12139,84,9167,8,27014,7,9139,3608
14975,sfuggente,adjective,18552.67,3,13661,17642,24355,3121,327,9.77e-07,na,,e,,,36066,6,10953,6,37450,4,31666,503
14976,reattivo,adjective,18554.67,3,10865,31652,13147,4658,111,2.89e-06,na,,o,,,11753,91,5446,23,,,11480,2576
14977,specificità,noun,18554.67,2,3855,,11808,25259,,3.47e-06,f,,,,,3367,994,15608,3,,,14259,1860
14978,riff,noun,18555.33,3,14781,21180,19705,2685,233,1.45e-06,m,,,,,,,,,,,12224,2342
14979,nientemeno,verb,18557.0,3,13385,20036,22250,3244,260,1.15e-06,na,avere,,,,16201,45,13987,3,7838,50,33030,471
14980,tombola,noun,18558.67,3,22341,11284,22051,1190,695,1.17e-06,f,,,AD,,,,,,19122,13,,
14981,diocesano,adjective,18559.0,2,4812,,10864,18115,,3.979e-06,na,,o,,,,,,,21155,11,4183,10874
14982,help,noun,18559.33,3,27994,18958,8726,728,0,0,ambiguous,,,,gender not in NVdB or Morph-it!; verify,27993,0,,0,,0,17878,0
14983,comprovare,verb,18560.67,2,3656,,12025,27296,,3.331e-06,na,avere,,,,6340,317,5562,22,13733,22,26581,671
14984,mod,noun,18563.33,2,8627,,7062,6926,,7.76e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,43382,4,,,,,8505,4019
14985,strabiliante,adjective,18564.67,3,14803,14707,26184,2675,447,8.51e-07,na,,e,,,22618,21,12097,5,39856,4,49811,242
14986,scottante,adjective,18567.33,3,11625,23779,20298,4159,187,1.356e-06,na,,e,,,7208,248,10960,6,,,33347,464
14987,omicida,adjective,18568.0,3,38553,5367,11784,350,0,0,na,,invariable,,non-standard ending; verify class,13620,0,26309,0,13144,0,14136,0
14988,return,verb,18569.0,3,10217,29483,16007,5185,126,2.09e-06,na,avere,,,,39002,5,9878,7,,,10681,2877
14989,benzinaio,noun,18573.0,3,17513,14046,24160,1933,483,9.77e-07,m,,,AD,,,,,,,,,203
14990,promo,noun,18574.67,3,18728,26329,10667,1706,156,4.07e-06,m,,,,,,,,,,,15635,1610
14991,choc,noun,18575.0,3,12871,26036,16818,3475,159,1.91e-06,m,,,,,8293,188,8316,10,,,38018,373
14992,conteso,adjective,18575.67,3,19117,26547,10063,1642,153,4.47e-06,na,,o,,,12815,75,9471,8,4898,97,7077,5204
14993,avvantaggiare,verb,18576.0,3,8605,31490,15633,6964,112,2.1669999999999998e-06,na,avere,,AD,,5828,370,2907,70,8234,47,17789,1302
14994,fonderia,noun,18576.0,3,18207,23279,14242,1797,195,2.541e-06,f,,,,,33949,8,21819,1,28395,7,11046,2737
14995,rouge,noun,18576.0,3,24849,15090,15789,944,429,2.14e-06,ambiguous,,,,gender not in NVdB or Morph-it!; verify,35834,7,,,,,12805,2187
14996,infiltrarsi,verb,18577.33,3,15007,16146,24579,2601,381,9.55e-07,na,essere,,,,25416,15,13947,3,47457,3,17850,1294
14997,bizantino,adjective,18580.0,2,7706,,8033,8349,,6.459999999999999e-06,na,,o,,,22614,21,,,921,639,1784,30511
14998,unificare,verb,18580.0,2,5592,,10147,14115,,4.452e-06,na,avere,,,,4741,545,5531,22,31284,6,6679,5713
14999,opprimere,verb,18581.67,3,8942,28449,18354,6546,135,1.641e-06,na,avere,,,,9506,145,13548,4,7398,55,,
15000,respiratore,noun,18581.67,3,27279,9261,19205,770,948,1.51e-06,m,,,,,20748,25,20134,2,,,18832,1193
15001,canarino,noun,18582.33,3,22748,12470,20529,1145,591,1.35e-06,m,,,AD,,36710,6,27499,1,41376,3,20167,1071
15002,generosamente,adverb,18584.5,2,,18934,18235,,290,1.66e-06,na,,,,,10712,111,8231,10,10355,33,30677,530
15003,monologare,verb,18585.0,3,30457,14014,11284,602,485,3.72e-06,na,avere,,,,21633,23,,,30959,6,14298,1854
15004,lupa,noun,18586.0,3,23666,14755,17337,1051,445,1.82e-06,f,,,,,,,,,29249,6,15019,1719
15005,dolorante,adjective,18590.67,3,19051,13373,23348,1653,527,1.05e-06,na,,e,,,,,,,,,46364,271
15006,strapazzare,verb,18591.67,3,17339,10098,28338,1971,834,7.24e-07,na,avere,,,,41053,5,28392,1,20148,12,,
