rank,word,avg_rank,sources_count,rank_hermitdave,rank_orgtre,rank_wordfreq,count_hermitdave,count_orgtre,freq_wordfreq,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
6404,procedure,7541.00,3,9120,9272,4231,1494,3434,2.04e-05,651,10317,2354,116,38929,8,7115,6720
6405,basata,7541.33,3,9531,9536,3557,1403,3325,2.45e-05,1639,3626,1426,206,47965,6,2169,24583
6406,madrid,7542.00,3,9113,10628,2885,1495,2844,3.09e-05,4390,973,8768,17,5244,104,2214,24028
6407,eccitante,7542.67,3,3568,3910,15150,5006,10585,3.89e-06,,8,23666,3,17666,24,48475,444
6408,rilassati,7542.67,3,1833,1904,18891,11182,24949,2.82e-06,,7,36568,1,,1,,109
6409,estranei,7543.33,3,6760,6862,9008,2245,5223,7.94e-06,13145,167,18626,5,9839,50,15446,2463
6410,cristina,7543.67,3,8470,8892,5269,1655,3668,1.55e-05,36886,21,,,2786,202,4904,10352
6411,culturale,7544.00,3,10104,11399,1129,1297,2589,8.32e-05,1055,6019,2652,98,,3,1210,42653
6412,giovedi,7544.00,3,5118,5282,12232,3228,7328,5.25e-06,,1,,,,2,,37
6413,seta,7544.00,3,7287,7753,7592,2036,4437,1e-05,28846,36,7776,21,2005,282,6647,7319
6414,terribilmente,7544.00,3,4946,5171,12515,3375,7532,5.13e-06,13980,150,11674,11,23298,16,35997,711
6415,karl,7547.33,3,5037,6483,11122,3296,5629,6.03e-06,15577,123,8306,19,,,3352,15646
6416,uhm,7547.33,3,4474,5823,12345,3852,6498,5.25e-06,,,,,24911,15,,30
6417,matta,7548.00,3,4414,4952,13278,3903,8008,4.68e-06,,1,,,13973,32,34253,768
6418,religiosa,7548.33,3,9707,10040,2898,1367,3082,3.09e-05,4046,1090,6176,30,2708,208,2326,22902
6419,correttamente,7550.00,3,8227,8518,5905,1735,3901,1.35e-05,2388,2199,3446,69,18859,22,7628,6154
6420,prestare,7550.33,3,8040,8461,6150,1787,3950,1.29e-05,2028,2740,4259,51,7017,74,8857,5095
6421,girando,7551.67,3,5853,6267,10535,2721,5885,6.46e-06,39015,18,38467,1,6954,75,17909,2004
6422,prenderanno,7553.00,3,6021,6052,10586,2620,6173,6.46e-06,9594,290,10598,12,23123,16,34620,756
6423,limone,7555.67,3,7252,8007,7408,2047,4256,1.02e-05,,10,,1,2097,269,15807,2380
6424,accorta,7557.33,3,5965,5864,10843,2653,6448,6.17e-06,17948,93,30387,2,9524,52,43568,526
6425,anonimo,7564.67,3,8783,8553,5358,1574,3880,1.51e-05,26615,42,19907,4,2954,191,8273,5565
6426,master,7564.67,3,9033,9525,4136,1514,3329,2.09e-05,19810,76,43222,1,,3,3502,14909
6427,river,7564.67,3,6225,5865,10604,2495,6446,6.46e-06,,8,25188,3,,1,4709,10841
6428,privilegio,7568.33,3,7752,7648,7305,1871,4515,1.05e-05,5815,636,5575,35,2734,205,8876,5077
6429,tantissime,7571.00,3,8201,7963,6549,1742,4289,1.2e-05,18974,83,28396,2,,1,40763,585
6430,trasferiti,7573.33,3,6863,7054,8803,2206,5031,8.32e-06,8016,387,10154,13,33987,9,6712,7245
6431,rancore,7574.00,3,6075,5870,10777,2581,6442,6.31e-06,34945,23,22330,3,9222,54,21755,1518
6432,provocare,7576.33,3,8079,8385,6265,1775,3991,1.26e-05,4127,1057,3037,83,14348,31,8038,5753
6433,attivato,7577.33,3,7442,7059,8231,1979,5028,8.91e-06,12916,172,10238,13,,1,11505,3631
6434,ulteriore,7578.00,3,10292,10076,2366,1265,3065,3.89e-05,1179,5304,1196,250,7381,70,1702,31159
6435,orleans,7579.00,3,6010,5216,11511,2627,7452,5.75e-06,40497,17,15020,7,,2,6484,7542
6436,rafael,7579.67,3,7985,5377,9377,1800,7166,7.59e-06,,7,29679,2,,1,7931,5836
6437,dichiarare,7582.33,3,8478,8357,5912,1650,4010,1.35e-05,3022,1634,3982,56,6386,83,9799,4466
6438,ostacoli,7584.33,3,8571,8871,5311,1624,3679,1.55e-05,1402,4295,1208,248,4543,120,6728,7224
6439,sapremo,7584.33,3,4351,4097,14305,3965,10050,4.27e-06,7365,443,14240,7,19130,21,,63
6440,sposta,7585.00,3,7375,7780,7600,2002,4414,1e-05,15945,117,7434,22,47435,6,7928,5839
6441,holmes,7585.33,3,6422,4292,12042,2397,9518,5.37e-06,30033,32,14046,8,,1,9032,4984
6442,vernice,7586.33,3,6054,6440,10265,2595,5669,6.76e-06,32675,27,24848,3,15913,27,17165,2130
6443,scenario,7588.33,3,9302,8979,4484,1451,3616,1.91e-05,4365,980,904,339,45734,6,7800,5979
6444,pratiche,7589.00,3,10054,10106,2607,1304,3052,3.47e-05,1239,5017,1099,274,1668,338,4318,11851
6445,permettersi,7590.00,3,7645,7702,7423,1909,4470,1.02e-05,6196,579,2214,123,45063,6,18928,1857
6446,casuale,7591.67,3,8507,8174,6094,1642,4141,1.29e-05,13050,169,19652,4,21831,18,9179,4877
6447,dirigente,7592.00,3,9620,9526,3630,1385,3329,2.4e-05,10822,235,7704,21,27762,13,4436,11535
6448,convinti,7592.67,3,8712,8379,5687,1590,3997,1.41e-05,2754,1843,3734,61,9680,51,12822,3153
6449,scout,7594.00,3,5971,6015,10796,2647,6231,6.31e-06,,9,,,,,8763,5168
6450,fontana,7597.67,3,8770,9377,4646,1577,3387,1.82e-05,38334,19,,,5781,92,3228,16238
6451,mollato,7598.33,3,4753,4760,13282,3567,8416,4.68e-06,,1,38299,1,,,,129
6452,hamilton,7598.67,3,6454,6842,9500,2382,5242,7.41e-06,,4,9325,15,20248,20,3532,14772
6453,suonato,7599.00,3,5980,6564,10253,2642,5546,6.76e-06,28034,38,41501,1,34482,9,5861,8471
6454,rappresentare,7600.67,3,9651,9623,3528,1379,3281,2.51e-05,2080,2670,2681,96,7280,71,3243,16179
6455,guarigione,7602.33,3,7560,7107,8140,1941,4984,9.12e-06,13278,164,9800,14,13837,32,9572,4613
6456,indicare,7603.67,3,9951,9917,2943,1322,3134,3.02e-05,2485,2079,3878,58,5697,94,2263,23593
6457,luis,7604.00,3,7650,8662,6500,1907,3805,1.2e-05,19044,83,16564,6,7523,69,4117,12500
6458,que,7605.00,3,9040,9379,4396,1513,3386,1.95e-05,38995,18,,,476,1141,10391,4131
6459,carrozza,7609.00,3,5820,6140,10867,2742,6053,6.17e-06,,7,,,4069,136,12145,3390
6460,spasso,7610.33,3,5197,5306,12328,3171,7282,5.25e-06,46156,12,,,9425,52,,381
6461,pasqua,7611.00,3,8323,8890,5620,1696,3671,1.45e-05,16069,115,,,4222,130,7769,6022
6462,craig,7612.00,3,4882,5144,12810,3435,7596,4.9e-06,,4,38469,1,,,9918,4399
6463,toni,7612.00,3,9121,9302,4413,1494,3420,1.95e-05,8160,376,6631,26,5052,108,5107,9891
6464,finanziaria,7612.33,3,9556,9707,3574,1398,3244,2.45e-05,622,10715,166,1705,15271,28,4954,10229
6465,just,7612.67,3,7863,7145,7830,1833,4952,9.55e-06,32253,28,28918,2,,3,8924,5046
6466,trasformazione,7612.67,3,10239,9145,3454,1274,3505,2.57e-05,2640,1931,1088,276,7097,73,2915,17990
6467,coinvolgimento,7613.00,3,8829,8005,6005,1564,4257,1.32e-05,1785,3268,2909,88,,,5478,9129
6468,presidenza,7614.67,3,10209,9399,3236,1280,3378,2.75e-05,209,30003,1450,201,14331,31,2465,21500
6469,miranda,7615.00,3,5232,5352,12261,3145,7209,5.25e-06,11788,202,,,6526,81,9931,4392
6470,comportarsi,7618.67,3,6777,7096,8983,2238,4996,7.94e-06,7421,438,6687,26,18162,23,15657,2414
6471,ammetterlo,7620.00,3,4194,3830,14836,4129,10860,3.98e-06,12814,174,15486,6,,4,,226
6472,portafogli,7620.00,3,5787,5737,11336,2764,6634,5.89e-06,12282,188,5009,40,21020,19,43503,527
6473,delta,7620.33,3,7209,7241,8411,2063,4856,8.71e-06,17763,94,9855,14,,3,5011,10093
6474,pianificato,7620.67,3,5815,5528,11519,2746,6908,5.75e-06,15399,125,9228,16,,,13258,3022
6475,richiedere,7621.00,3,9253,9138,4472,1462,3510,1.91e-05,3303,1444,2217,123,12315,37,8337,5510
6476,complimento,7623.00,3,5674,5768,11427,2832,6588,5.75e-06,6734,509,49127,1,12425,37,,135
6477,tenuti,7623.67,3,9045,8859,4967,1512,3689,1.7e-05,2913,1714,5339,37,3105,182,5773,8592
6478,hobby,7624.33,3,6580,6612,9681,2321,5493,7.24e-06,32466,27,,,,,20132,1705
6479,schemi,7624.67,3,7941,7746,7187,1811,4440,1.07e-05,10469,248,3697,62,,5,8767,5167
6480,rene,7626.00,3,5908,6189,10781,2687,5999,6.31e-06,41705,16,38100,1,,3,16122,2321
6481,liberarsi,7629.67,3,7293,7292,8304,2034,4810,8.91e-06,11303,218,7639,21,7460,69,8424,5437
6482,mercedes,7630.67,3,7747,7860,7285,1873,4368,1.05e-05,30736,31,21644,4,,2,4812,10577
6483,tenerla,7630.67,3,3909,3701,15282,4493,11315,3.89e-06,22274,60,40049,1,13014,35,30699,908
6484,assunta,7634.33,3,7781,7643,7479,1861,4519,1e-05,3911,1142,10767,12,16709,25,3816,13549
6485,baia,7634.33,3,8439,7511,6953,1662,4623,1.1e-05,13934,151,13856,8,7328,71,3131,16763
6486,domicilio,7636.33,3,7926,7867,7116,1814,4362,1.07e-05,13515,159,16477,6,14686,30,17197,2125
6487,lenta,7636.67,3,8244,8425,6241,1729,3971,1.26e-05,8429,357,1332,222,4826,112,7997,5783
6488,sportivo,7636.67,3,8844,9905,4161,1559,3142,2.09e-05,10699,240,30571,2,,1,2030,26138
6489,decesso,7640.00,3,5652,5255,12013,2846,7387,5.37e-06,12180,190,8417,18,,2,11854,3495
6490,levati,7640.33,3,3173,3331,16417,5834,12819,3.47e-06,,7,,,9097,55,,118
6491,preoccupi,7640.33,3,1923,2123,18875,10576,22271,2.82e-06,14704,136,37169,1,,3,,60
6492,mar,7641.33,3,9703,10456,2765,1368,2908,3.24e-05,2121,2597,3761,61,1298,430,1765,29993
6493,caspita,7642.33,3,2732,2617,17578,6976,17406,3.09e-06,,2,,,49129,5,,22
6494,an,7642.67,3,9674,10057,3197,1374,3076,2.75e-05,12612,179,674,464,1623,350,3134,16752
6495,ricky,7644.67,3,3091,4374,15469,6008,9320,3.8e-06,,,,,,,12186,3372
6496,cominciano,7647.00,3,8081,8656,6204,1775,3808,1.26e-05,9394,300,5833,32,7282,71,7383,6428
6497,gamma,7647.67,3,8608,9238,5097,1617,3450,1.62e-05,3744,1214,1787,160,39673,7,2452,21667
6498,karma,7649.00,3,6855,6759,9333,2208,5328,7.59e-06,,3,,,,,23166,1387
6499,scomparsi,7649.00,3,6208,5946,10793,2503,6322,6.31e-06,8883,326,14399,7,18902,22,13868,2847
6500,alcolici,7653.33,3,6219,6083,10658,2499,6137,6.31e-06,8645,343,20323,4,,,19702,1758
6501,epidemia,7653.33,3,7014,6104,9842,2150,6106,7.08e-06,7686,415,1869,152,31590,10,6447,7604
6502,serviranno,7653.33,3,5161,4666,13133,3198,8629,4.79e-06,11494,212,5770,33,23125,16,,396
6503,risalire,7653.67,3,8099,7686,7176,1772,4487,1.07e-05,14283,144,8618,17,10149,48,4480,11428
6504,continente,7654.33,3,9635,8618,4710,1381,3831,1.78e-05,1489,4016,1456,200,5953,89,3638,14281
6505,calmi,7655.00,3,2798,3082,17085,6776,14260,3.24e-06,31640,29,14551,7,34707,9,,204
6506,casco,7655.33,3,6518,6999,9449,2354,5090,7.41e-06,48639,11,45550,1,,1,17711,2034
6507,monitor,7656.33,3,7731,7821,7417,1877,4387,1.02e-05,31123,30,14608,7,,,12513,3264
6508,occupazione,7658.67,3,9724,10485,2767,1363,2896,3.24e-05,680,9926,480,675,3654,151,1961,27113
6509,ferrari,7660.00,3,8816,10888,3276,1566,2754,2.69e-05,28464,37,,,17643,24,2589,20421
6510,adrian,7661.33,3,4644,5581,12759,3674,6849,4.9e-06,38426,19,,,,,9309,4792
6511,keith,7662.00,3,4360,5131,13495,3953,7624,4.57e-06,,2,24597,3,,,8193,5624
6512,necessita,7663.00,3,8128,7299,7562,1764,4806,1e-05,3919,1139,2841,90,,2,11799,3517
6513,fascia,7664.33,3,9985,10414,2594,1316,2924,3.47e-05,8386,360,4281,51,15343,28,1044,48164
6514,estrazione,7666.00,3,9067,8135,5796,1505,4165,1.38e-05,10649,242,3608,65,14519,30,5130,9845
6515,sparate,7666.00,3,4448,4477,14073,3876,9071,4.37e-06,47854,11,47775,1,25594,14,,358
6516,torneranno,7666.00,3,5972,5656,11370,2646,6741,5.89e-06,19179,81,11286,11,30101,11,33419,796
6517,restiamo,7666.33,3,4653,4791,13555,3665,8351,4.57e-06,9887,275,46715,1,29095,12,,65
6518,trucchi,7667.33,3,6492,6921,9589,2367,5169,7.41e-06,25123,48,15208,7,,2,22998,1401
6519,shaw,7668.33,3,5113,4316,13576,3231,9468,4.57e-06,48521,11,43793,1,,2,10138,4270
6520,attende,7669.33,3,7871,7657,7480,1830,4508,1e-05,4002,1105,7307,23,8782,57,14179,2763
6521,avevate,7669.67,3,3409,3272,16328,5304,13194,3.47e-06,20452,72,,,16535,26,,16
6522,indicato,7670.00,3,10026,9971,3013,1308,3112,2.95e-05,1961,2886,4812,43,6256,85,2222,23933
6523,tribù,7670.67,3,8362,9792,4858,1685,3200,1.74e-05,17640,96,12403,10,944,596,1635,32050
6524,liscia,7671.33,3,6603,6542,9869,2312,5565,7.08e-06,38106,19,30114,2,14869,29,12624,3227
6525,interruzione,7672.33,3,7821,7501,7695,1850,4634,9.77e-06,6533,533,7418,22,11230,42,7296,6522
6526,tradizioni,7674.00,3,9927,9774,3321,1326,3208,2.69e-05,3220,1495,8068,19,2383,236,3103,16883
6527,alzi,7675.00,3,5234,5641,12150,3144,6764,5.25e-06,34976,23,46458,1,22198,17,,97
6528,vendono,7675.67,3,7306,7653,8068,2029,4510,9.33e-06,11326,217,8022,20,8783,57,27549,1068
6529,volgare,7677.00,3,7310,7951,7770,2029,4298,9.77e-06,26410,43,22366,3,2371,238,10441,4103
6530,perimetro,7677.67,3,5860,5095,12078,2719,7706,5.37e-06,29107,35,25436,3,46514,6,8697,5224
6531,angel,7679.33,3,5224,6048,11766,3151,6182,5.5e-06,34297,24,,1,45311,6,6336,7762
6532,malgrado,7681.67,3,8847,9822,4376,1558,3185,1.95e-05,2151,2559,921,331,1374,406,2992,17503
6533,municipio,7682.33,3,8556,8658,5833,1628,3807,1.38e-05,42086,15,33289,1,6317,84,4302,11910
6534,profitti,7684.67,3,7600,7591,7863,1925,4560,9.55e-06,2718,1877,762,406,14433,31,13577,2926
6535,inganno,7689.33,3,7183,7153,8732,2073,4946,8.32e-06,10448,249,8804,17,4448,123,9075,4955
6536,poltrona,7692.33,3,7366,7699,8012,2005,4473,9.33e-06,33563,25,31465,2,9815,50,24284,1289
6537,artificiale,7692.67,3,8863,8552,5663,1555,3881,1.41e-05,9580,291,1536,186,18160,23,4190,12242
6538,attrazione,7692.67,3,7892,8091,7095,1825,4198,1.07e-05,14984,132,7714,21,21134,19,6651,7316
6539,iniezione,7692.67,3,6423,6644,10011,2396,5462,6.92e-06,23271,55,9153,16,,,8803,5135
6540,senno,7693.00,3,7527,7357,8195,1950,4757,9.12e-06,19818,76,6990,24,2499,227,42931,538
6541,contadino,7696.33,3,7271,7874,7944,2041,4356,9.33e-06,26527,43,23723,3,5254,103,9002,5001
6542,costruendo,7698.00,3,6849,6271,9974,2209,5876,6.92e-06,7498,431,6823,25,30966,11,11721,3546
6543,performance,7699.67,3,9478,9473,4148,1414,3345,2.09e-05,16731,107,954,321,,,3248,16153
6544,righe,7699.67,3,8609,9364,5126,1617,3393,1.62e-05,13568,158,15202,7,10631,45,9420,4706
6545,anderson,7700.67,3,5849,6028,11225,2723,6216,5.89e-06,,7,32935,2,,,4494,11393
6546,pienamente,7700.67,3,9445,9195,4462,1419,3468,1.91e-05,792,8377,2499,107,3929,141,6587,7400
6547,nonni,7702.00,3,8062,8790,6254,1780,3726,1.26e-05,20181,74,11645,11,43596,6,12410,3299
6548,frode,7705.33,3,7180,7053,8883,2074,5031,8.13e-06,2503,2055,9169,16,6855,76,16414,2267
6549,costato,7706.00,3,6284,6330,10504,2471,5813,6.46e-06,12545,180,11511,11,15387,28,18948,1855
6550,quinn,7706.67,3,3932,3222,15966,4458,13475,3.63e-06,32958,27,,,,,11284,3716
6551,citazione,7708.00,3,9628,9155,4341,1383,3496,1.95e-05,9521,294,18832,5,7228,72,7464,6336
6552,defunto,7709.33,3,7599,7578,7951,1925,4576,9.33e-06,20598,71,15204,7,6697,79,4644,11019
6553,insolito,7709.33,3,6031,6179,10918,2614,6013,6.17e-06,14351,143,11791,10,11069,43,13582,2925
6554,metterò,7710.00,3,5105,5374,12651,3238,7172,5.01e-06,22940,57,,,15808,27,,30
6555,abbigliamento,7710.33,3,8803,8977,5351,1569,3617,1.51e-05,7907,396,5647,34,28367,12,5909,8394
6556,straordinari,7711.00,3,7766,7909,7458,1865,4328,1.02e-05,8237,370,6167,30,14648,30,16378,2272
6557,licenziare,7711.67,3,5553,5334,12248,2907,7232,5.25e-06,16704,107,11685,11,35333,9,25901,1171
6558,inclusa,7712.00,3,9262,8480,5394,1459,3932,1.51e-05,4184,1033,2987,85,29060,12,3386,15519
6559,usarla,7712.33,3,5614,5175,12348,2868,7525,5.25e-06,21559,64,25383,3,27179,13,29870,946
6560,stuart,7712.67,3,5217,5193,12728,3153,7495,5.01e-06,40698,16,10114,13,39414,8,6966,6903
6561,papi,7714.33,3,6938,7589,8616,2177,4561,8.51e-06,,5,,,1870,303,10396,4130
6562,sapone,7716.00,3,7060,7749,8339,2126,4439,8.91e-06,28455,37,38938,1,11877,39,21103,1590
6563,sentimentale,7717.33,3,7456,7353,8343,1973,4762,8.91e-06,42167,15,29523,2,4620,118,9513,4653
6564,peggiorare,7717.67,3,6825,6283,10045,2222,5861,6.92e-06,7735,410,2356,116,38294,8,18697,1888
6565,fottuti,7720.33,3,4355,4833,13973,3960,8269,4.37e-06,,,,,,,,32
6566,psichiatra,7721.00,3,5843,5975,11345,2727,6291,5.89e-06,,10,,,,,15425,2468
6567,mucca,7722.00,3,5503,6162,11501,2943,6030,5.75e-06,7049,474,,,,3,22120,1484
6568,celeste,7725.00,3,8273,8075,6827,1717,4205,1.12e-05,,6,34457,1,4430,124,4030,12806
6569,isaac,7725.00,3,5966,5351,11858,2649,7211,5.5e-06,47012,12,46419,1,,,8611,5286
6570,martedi,7725.00,3,4940,4959,13276,3376,7988,4.68e-06,,1,,,,,,18
6571,irene,7725.33,3,7241,6750,9185,2050,5344,7.76e-06,,9,,,31932,10,8035,5755
6572,panorama,7725.33,3,9390,9401,4385,1431,3377,1.95e-05,8698,339,4907,42,,2,4224,12150
6573,libere,7726.33,3,9084,9176,4919,1501,3482,1.7e-05,3933,1135,7940,20,4378,125,6272,7852
6574,farmacia,7728.33,3,7488,7730,7967,1963,4450,9.33e-06,32073,28,21299,4,26643,13,13165,3044
6575,occupare,7728.33,3,8316,8356,6513,1698,4011,1.2e-05,5738,649,7786,20,5201,104,6269,7855
6576,gravemente,7729.67,3,8049,8270,6870,1783,4070,1.12e-05,3773,1201,3651,63,5325,102,3300,15914
6577,streaming,7730.00,3,8703,10666,3821,1592,2830,2.29e-05,,9,38835,1,,,6903,6985
6578,bara,7732.00,3,4974,5026,13196,3352,7851,4.68e-06,39409,18,43336,1,8037,64,12754,3175
6579,torte,7733.00,3,5995,6201,11003,2634,5981,6.17e-06,,2,39303,1,20008,20,27306,1082
6580,apprezzare,7733.67,3,8758,8781,5662,1579,3729,1.41e-05,7817,403,6523,27,18421,22,13699,2890
6581,evitando,7733.67,3,7931,7455,7815,1813,4670,9.55e-06,3844,1171,3855,59,20594,19,8332,5514
6582,iris,7734.67,3,6666,5420,11118,2283,7105,6.03e-06,,3,,,44576,6,13292,3012
6583,reagito,7734.67,3,6285,5953,10966,2471,6316,6.17e-06,5471,701,4885,42,,4,37834,656
6584,guardava,7737.67,3,5839,6272,11102,2730,5875,6.03e-06,41257,16,30850,2,2879,195,32221,845
6585,rompe,7738.67,3,7603,8294,7319,1924,4055,1.05e-05,28029,38,21620,4,9023,55,11678,3562
6586,esibizione,7739.67,3,7805,7740,7674,1854,4445,9.77e-06,39805,17,,,,3,5438,9207
6587,sasso,7739.67,3,7469,8163,7587,1969,4151,1e-05,42709,15,,,3693,150,9665,4555
6588,sciocco,7740.00,3,3420,3540,16260,5285,11922,3.55e-06,25345,47,24934,3,10527,46,39939,603
6589,innocenza,7740.67,3,6631,6579,10012,2301,5528,6.92e-06,13845,153,22438,3,8714,58,11168,3767
6590,frattura,7743.00,3,6750,6628,9851,2248,5479,7.08e-06,10198,260,13249,8,,,9083,4951
6591,attaccati,7743.67,3,7181,7227,8823,2074,4869,8.13e-06,15699,121,12303,10,11462,41,9618,4585
6592,soliti,7747.00,3,9088,9014,5139,1500,3594,1.62e-05,11325,217,9757,14,4277,128,11028,3828
6593,protegge,7748.33,3,7314,7168,8763,2028,4934,8.32e-06,9582,291,9129,16,19154,21,14230,2748
6594,ricordano,7749.00,3,9272,9303,4672,1457,3420,1.82e-05,9062,316,7131,23,9652,51,3641,14258
6595,ammissione,7749.33,3,8396,8540,6312,1673,3887,1.23e-05,8515,351,8378,18,32676,10,8031,5758
6596,umorismo,7750.00,3,5378,5526,12346,3032,6912,5.25e-06,29965,33,29397,2,42937,7,12771,3168
6597,barche,7751.00,3,7123,7444,8686,2097,4678,8.32e-06,20595,71,14381,7,6089,87,10041,4331
6598,rimandare,7751.00,3,6400,6068,10785,2404,6156,6.31e-06,7940,393,7722,21,18363,22,24556,1269
6599,boris,7751.67,3,6891,7389,8975,2197,4731,7.94e-06,29345,34,7133,23,,,7314,6504
6600,differente,7752.67,3,8821,10168,4269,1564,3031,2e-05,8747,335,6889,25,11006,43,3914,13182
6601,check,7753.67,3,8643,6983,7635,1609,5105,9.77e-06,27201,40,23984,3,,,27501,1071
6602,rimedio,7754.00,3,8325,8300,6637,1696,4051,1.17e-05,3092,1581,5074,40,2624,215,14608,2650
6603,seattle,7754.33,3,5456,4867,12940,2983,8194,4.9e-06,7804,405,4399,49,,,5916,8383
6604,us,7768.00,3,10249,9052,4003,1273,3565,2.19e-05,40538,17,1336,221,44591,6,3139,16721
6605,randy,7769.67,3,3557,4025,15727,5026,10246,3.72e-06,,2,,,,,9076,4955
6606,pesa,7771.00,3,7423,8036,7854,1989,4231,9.55e-06,15556,123,12634,9,9311,53,12660,3211
6607,punito,7771.00,3,7661,7633,8019,1905,4528,9.33e-06,13865,152,24772,3,9233,54,17982,1993
6608,scuso,7771.67,3,5131,5054,13130,3220,7791,4.79e-06,6782,503,,,,2,,27
6609,hugo,7774.67,3,7758,7742,7824,1868,4441,9.55e-06,24245,51,12952,9,11176,43,6374,7711
6610,tessuti,7778.33,3,9012,8676,5647,1520,3797,1.45e-05,8387,360,11020,12,14937,29,4883,10395
6611,finn,7783.00,3,3500,3221,16628,5139,13478,3.39e-06,,1,,,,,10813,3931
6612,lavoravo,7783.67,3,5354,5361,12636,3053,7198,5.01e-06,35191,23,17598,5,,4,,38
6613,piove,7784.00,3,7139,8358,7855,2091,4009,9.55e-06,35926,22,20288,4,12093,38,29328,972
6614,musicista,7788.33,3,8082,8773,6510,1775,3735,1.2e-05,40990,16,35121,1,,,2907,18052
6615,significare,7790.00,3,7657,7368,8345,1905,4752,8.91e-06,6954,485,5120,39,5904,90,12743,3179
6616,incredibili,7790.33,3,7443,7944,7984,1979,4304,9.33e-06,17619,96,12296,10,17778,23,23339,1372
6617,tendenza,7792.00,3,10674,10662,2040,1205,2832,4.57e-05,2040,2723,1032,294,4903,111,4377,11690
6618,elezione,7792.33,3,9907,9534,3936,1330,3326,2.19e-05,5435,709,2950,86,3243,173,2282,23429
6619,scopata,7792.33,3,5777,6055,11545,2770,6172,5.75e-06,,,,,,1,,11
6620,simpson,7792.67,3,6877,6071,10430,2202,6152,6.61e-06,10170,262,40172,1,,,8960,5022
6621,live,7793.33,3,10871,10777,1732,1174,2789,5.37e-05,,9,29945,2,,,1457,35975
6622,direttrice,7794.00,3,6934,7579,8869,2179,4576,8.13e-06,16985,104,25527,3,21049,19,7426,6385
6623,contenere,7795.67,3,9284,8735,5368,1455,3758,1.51e-05,4028,1096,1565,182,7361,70,5026,10053
6624,disegnare,7795.67,3,7463,8260,7664,1972,4075,9.77e-06,24232,51,26739,2,21913,18,12593,3237
6625,gettare,7796.00,3,7041,7028,9319,2137,5057,7.59e-06,5190,761,4535,46,8822,57,16953,2168
6626,vincente,7797.00,3,7956,8359,7076,1808,4008,1.1e-05,13060,169,8044,19,45428,6,5747,8641
6627,furia,7800.00,3,7920,7796,7684,1816,4407,9.77e-06,17627,96,14485,7,2062,273,11482,3636
6628,lotto,7800.67,3,7953,8443,7006,1809,3961,1.1e-05,30648,31,18890,5,9080,55,8138,5675
6629,tenersi,7803.67,3,7913,7602,7896,1818,4552,9.55e-06,10110,264,7336,22,4648,117,17179,2128
6630,marta,7804.33,3,6638,8623,8152,2296,3829,9.12e-06,25726,46,,,2803,200,8922,5046
6631,sedie,7804.33,3,7096,7235,9082,2109,4858,7.94e-06,22805,58,39008,1,9948,49,21803,1513
6632,documentazione,7807.33,3,9812,9677,3933,1349,3257,2.19e-05,5696,657,6195,30,,3,5268,9539
6633,vapore,7807.33,3,8577,9296,5549,1624,3424,1.48e-05,24606,50,8056,19,5796,92,3644,14238
6634,anton,7807.67,3,6851,6787,9785,2208,5304,7.08e-06,48566,11,,1,31604,10,5805,8547
6635,comportato,7809.00,3,6065,6101,11261,2588,6112,5.89e-06,4508,937,2404,113,27539,13,11763,3530
6636,chissa,7809.33,3,3591,3253,16584,4973,13279,3.39e-06,,,,,,,,5
6637,statistiche,7810.33,3,10268,10374,2789,1270,2941,3.24e-05,2053,2705,2869,89,34146,9,907,54406
6638,allerta,7810.67,3,7309,6858,9265,2029,5226,7.59e-06,9932,273,8369,18,,,23499,1356
6639,alloggio,7818.33,3,7364,8314,7777,2005,4038,9.55e-06,10595,243,6887,25,8062,63,11050,3818
6640,bestiame,7818.33,3,7394,7826,8235,1998,4383,8.91e-06,5132,773,5779,33,8260,62,6905,6982
6641,pirati,7819.33,3,6892,6166,10400,2196,6027,6.61e-06,14827,134,18806,5,9049,55,6958,6910
6642,rifare,7821.00,3,7290,7247,8926,2035,4842,8.13e-06,21288,66,,1,6495,81,35908,714
6643,individui,7821.33,3,10280,10530,2654,1267,2879,3.39e-05,3186,1514,1238,241,2349,240,2817,18615
6644,precisi,7822.00,3,8267,7896,7303,1719,4334,1.05e-05,3650,1257,7355,22,12878,35,12136,3392
6645,bilancio,7825.67,3,10830,10931,1716,1179,2740,5.37e-05,161,38517,404,801,10988,43,4033,12788
